dimension,n_points,dataset,method,support_error,volume_ratio,volume_true,volume_approx,membership_acc,runtime_ms,n_vertices,status
2,500,anisotropic_cond10,Extents,0.0,1.0,229.28228365287507,229.28228365287507,1.0,30.971268191933632,13,ok
2,500,anisotropic_cond10,MVEE,0.0,1.0,234.7253680073978,234.7253680073978,1.0,718.6625958420336,13,ok
2,500,anisotropic_cond10,DeepHull-original,0.0,1.0,231.42282244397953,231.42282244397953,1.0,12674.958151765168,244,ok
2,500,anisotropic_cond10,DeepHull-convex,0.0,1.0,228.0591186293868,228.0591186293868,1.0,19181.33064219728,500,ok
2,500,anisotropic_cond100,Extents,0.0174556779300028,0.998401704848162,2504.4518526476577,2500.4489993935595,0.9986,23.250530939549208,11,ok
2,500,anisotropic_cond100,MVEE,0.2392628636940879,0.7479415670650731,2511.7904169468384,1878.6724605902516,0.8316,713.3279801346362,7,ok
2,500,anisotropic_cond100,DeepHull-original,0.0,1.0,2517.7946968279866,2517.7946968279866,1.0,12645.450684707612,185,ok
2,500,anisotropic_cond100,DeepHull-convex,0.0,1.0,2515.793270200937,2515.793270200937,1.0,20668.60922705382,500,ok
2,500,gaussian,Extents,0.0013942772738543274,0.9994773974392475,8.26240524955749,8.258087295416097,1.0,31.437363009899855,10,ok
2,500,gaussian,MVEE,0.037198531944726554,0.9974079834110937,8.329333538749099,8.307743768042128,0.9982,716.439216863364,10,ok
2,500,gaussian,DeepHull-original,0.0,1.0,8.361718194809553,8.361718194809553,1.0,12516.060790978372,169,ok
2,500,gaussian,DeepHull-convex,0.0,1.0,8.318538653395613,8.318538653395613,1.0,17503.176439087838,500,ok
2,1000,uniform_cube,Extents,0.0,1.0,3.9274527650876556,3.9274527650876556,1.0,75.37770923227072,18,ok
2,1000,uniform_cube,MVEE,0.0,1.0,3.9083410728001247,3.9083410728001247,1.0,2383.6449440568686,18,ok
2,1000,uniform_cube,DeepHull-original,1.1736026482249944,0.2676829268292683,3.91789691894389,1.048754114278273,0.2748,23411.31903976202,47,ok
2,1000,uniform_cube,DeepHull-convex,0.0,1.0,3.9306380471355773,3.9306380471355773,1.0,38266.42967108637,1000,ok
2,1000,anisotropic_cond1,Extents,0.0,1.0,30.60292175890456,30.60292175890456,1.0,35.24135798215866,10,ok
2,1000,anisotropic_cond1,MVEE,0.0,1.0,30.037214797350572,30.037214797350572,1.0,2252.647787798196,10,ok
2,1000,anisotropic_cond1,DeepHull-original,0.7454916578918196,0.8735355962751578,30.374814113116663,26.53348135804844,0.914,22974.983316846192,56,ok
2,1000,anisotropic_cond1,DeepHull-convex,0.0,1.0,30.393062724779696,30.393062724779696,1.0,39731.876607984304,1000,ok
2,1000,anisotropic_cond10,Extents,0.0,1.0,322.498300988014,322.498300988014,1.0,78.411933965981,10,ok
2,1000,anisotropic_cond10,MVEE,0.0,1.0,331.10913252085874,331.10913252085874,1.0,2371.851344127208,10,ok
2,1000,anisotropic_cond10,DeepHull-original,1.064775703277633,0.8721804511278195,325.4894319415285,283.8855195881,0.909,24014.35371581465,49,ok
